oid,test,train_fold1,val_fold1,train_fold2,val_fold2,train_fold3,val_fold3,train_fold4,val_fold4,train_fold5,val_fold5
ZTF22abgbiyq,1,0,0,0,0,0,0,0,0,0,0
ZTF22abgblwg,0,1,0,0,1,1,0,1,0,1,0
ZTF22abgbqvz,1,0,0,0,0,0,0,0,0,0,0
ZTF22abgbtjs,1,0,0,0,0,0,0,0,0,0,0
ZTF22abgbxbq,0,1,0,0,1,1,0,1,0,1,0
ZTF22abgbxgu,1,0,0,0,0,0,0,0,0,0,0
ZTF22abgbybm,1,0,0,0,0,0,0,0,0,0,0
ZTF22abgbyth,1,0,0,0,0,0,0,0,0,0,0
ZTF22abgcain,0,1,0,0,1,1,0,1,0,1,0
ZTF22abgcbbu,1,0,0,0,0,0,0,0,0,0,0
ZTF22abgcckj,0,1,0,0,1,1,0,1,0,1,0
ZTF22abgcdin,1,0,0,0,0,0,0,0,0,0,0
ZTF22abgckhp,0,1,0,0,1,1,0,1,0,1,0
ZTF22abgcqjr,0,1,0,1,0,0,1,1,0,1,0
ZTF22abgcqmg,0,1,0,0,1,1,0,1,0,1,0
ZTF22abgdctk,0,0,1,1,0,1,0,1,0,1,0
ZTF22abgdesh,0,1,0,0,1,1,0,1,0,1,0
ZTF22abgdewz,0,1,0,1,0,1,0,0,1,1,0
ZTF22abgdmri,1,0,0,0,0,0,0,0,0,0,0
ZTF22abgdolw,0,1,0,1,0,1,0,1,0,0,1
ZTF22abgdrje,0,1,0,1,0,1,0,1,0,0,1
ZTF22abgdrrj,1,0,0,0,0,0,0,0,0,0,0
ZTF22abgdseg,1,0,0,0,0,0,0,0,0,0,0
ZTF22abgdsra,0,0,1,1,0,1,0,1,0,1,0
ZTF22abgehco,0,1,0,1,0,1,0,0,1,1,0
ZTF22abgejym,1,0,0,0,0,0,0,0,0,0,0
ZTF22abgfrro,0,1,0,1,0,1,0,0,1,1,0
ZTF22abgfrvi,0,1,0,0,1,1,0,1,0,1,0
ZTF22abgftfg,1,0,0,0,0,0,0,0,0,0,0
ZTF22abggega,0,1,0,0,1,1,0,1,0,1,0
ZTF22abggmap,0,1,0,1,0,1,0,1,0,0,1
ZTF22abggmtd,0,0,1,1,0,1,0,1,0,1,0
ZTF22abggraw,0,1,0,1,0,1,0,1,0,0,1
ZTF22abggrfk,0,0,1,1,0,1,0,1,0,1,0
ZTF22abggsiv,0,0,1,1,0,1,0,1,0,1,0
ZTF22abghfyi,0,1,0,0,1,1,0,1,0,1,0
ZTF22abghqen,1,0,0,0,0,0,0,0,0,0,0
ZTF22abghqnj,1,0,0,0,0,0,0,0,0,0,0
ZTF22abghuuo,1,0,0,0,0,0,0,0,0,0,0
ZTF22abghvvv,0,1,0,1,0,1,0,0,1,1,0
ZTF22abghyro,1,0,0,0,0,0,0,0,0,0,0
ZTF22abgiapb,0,0,1,1,0,1,0,1,0,1,0
ZTF22abgilxy,0,1,0,1,0,1,0,1,0,0,1
ZTF22abgiout,0,1,0,1,0,1,0,0,1,1,0
ZTF22abgipdn,0,1,0,1,0,1,0,0,1,1,0
ZTF22abgjtlb,0,1,0,0,1,1,0,1,0,1,0
ZTF22abgjudb,0,0,1,1,0,1,0,1,0,1,0
ZTF22abgkcxe,0,1,0,1,0,1,0,0,1,1,0
ZTF22abgkhel,0,0,1,1,0,1,0,1,0,1,0
ZTF22abgkjyr,0,1,0,0,1,1,0,1,0,1,0
ZTF22abglbkf,1,0,0,0,0,0,0,0,0,0,0
ZTF22abgmgdh,0,1,0,0,1,1,0,1,0,1,0
ZTF22abgnccz,0,1,0,1,0,1,0,0,1,1,0
ZTF22abgndif,0,1,0,1,0,1,0,0,1,1,0
ZTF22abgngjl,0,1,0,1,0,0,1,1,0,1,0
ZTF22abgnnze,0,1,0,1,0,0,1,1,0,1,0
ZTF22abgnofu,1,0,0,0,0,0,0,0,0,0,0
ZTF22abgnvpk,0,1,0,1,0,0,1,1,0,1,0
ZTF22abgohbg,0,0,1,1,0,1,0,1,0,1,0
ZTF22abgojhu,0,1,0,0,1,1,0,1,0,1,0
ZTF22abgowrt,0,1,0,1,0,0,1,1,0,1,0
ZTF22abgpfwa,0,0,1,1,0,1,0,1,0,1,0
ZTF22abgpixa,0,0,1,1,0,1,0,1,0,1,0
ZTF22abgpjsp,1,0,0,0,0,0,0,0,0,0,0
ZTF22abgpkal,0,1,0,1,0,1,0,1,0,0,1
ZTF22abgpqre,0,1,0,0,1,1,0,1,0,1,0
ZTF22abgprmc,0,1,0,1,0,0,1,1,0,1,0
ZTF22abgpxim,1,0,0,0,0,0,0,0,0,0,0
ZTF22abgqfcx,0,1,0,1,0,1,0,0,1,1,0
ZTF22abgqgss,0,0,1,1,0,1,0,1,0,1,0
ZTF22abgqveb,0,1,0,0,1,1,0,1,0,1,0
ZTF22abgrgsl,0,1,0,1,0,0,1,1,0,1,0
ZTF22abgrior,0,1,0,0,1,1,0,1,0,1,0
ZTF22abgtnmd,0,1,0,1,0,1,0,1,0,0,1
ZTF22abgtpgv,0,0,1,1,0,1,0,1,0,1,0
ZTF22abguvmy,0,1,0,1,0,0,1,1,0,1,0
ZTF22abgvdkv,0,1,0,1,0,1,0,0,1,1,0
ZTF22abgvezu,0,1,0,1,0,1,0,1,0,0,1
ZTF22abgwgsv,0,1,0,0,1,1,0,1,0,1,0
ZTF22abgwnmi,1,0,0,0,0,0,0,0,0,0,0
ZTF22abgwtew,0,1,0,1,0,0,1,1,0,1,0
ZTF22abgxayc,0,1,0,1,0,0,1,1,0,1,0
ZTF22abgxzer,0,0,1,1,0,1,0,1,0,1,0
ZTF22abgydnw,0,1,0,1,0,1,0,0,1,1,0
ZTF22abgyfnv,0,1,0,1,0,1,0,1,0,0,1
ZTF22abgyoax,0,1,0,1,0,1,0,0,1,1,0
ZTF22abgyvgx,0,1,0,1,0,1,0,1,0,0,1
ZTF22abhbdjc,0,1,0,1,0,1,0,0,1,1,0
ZTF22abhbjqy,0,1,0,0,1,1,0,1,0,1,0
ZTF22abhbkdy,0,1,0,1,0,1,0,0,1,1,0
ZTF22abhcjkt,0,1,0,0,1,1,0,1,0,1,0
ZTF22abhcnql,0,1,0,1,0,0,1,1,0,1,0
ZTF22abhcsdl,1,0,0,0,0,0,0,0,0,0,0
ZTF22abhebtq,0,1,0,0,1,1,0,1,0,1,0
ZTF22abhepza,0,1,0,1,0,0,1,1,0,1,0
ZTF22abhessy,0,1,0,1,0,0,1,1,0,1,0
ZTF22abhewzp,0,1,0,1,0,1,0,0,1,1,0
ZTF22abheykr,0,1,0,1,0,1,0,0,1,1,0
ZTF22abhfwrz,1,0,0,0,0,0,0,0,0,0,0
ZTF22abhfxvh,0,1,0,0,1,1,0,1,0,1,0
ZTF22abhfyxy,0,1,0,1,0,1,0,1,0,0,1
ZTF22abhhbbq,1,0,0,0,0,0,0,0,0,0,0
ZTF22abhhmwh,0,0,1,1,0,1,0,1,0,1,0
ZTF22abhhrum,0,0,1,1,0,1,0,1,0,1,0
ZTF22abhhxuv,1,0,0,0,0,0,0,0,0,0,0
ZTF22abhjbkr,0,1,0,1,0,1,0,0,1,1,0
ZTF22abhjdev,1,0,0,0,0,0,0,0,0,0,0
ZTF22abhjdlx,0,1,0,1,0,1,0,1,0,0,1
ZTF22abhjebw,1,0,0,0,0,0,0,0,0,0,0
ZTF22abhjkok,0,1,0,1,0,1,0,0,1,1,0
ZTF22abhjpmc,0,1,0,0,1,1,0,1,0,1,0
ZTF22abhjzne,0,1,0,1,0,1,0,1,0,0,1
ZTF22abhkqvh,0,1,0,1,0,1,0,1,0,0,1
ZTF22abhldat,0,1,0,0,1,1,0,1,0,1,0
ZTF22abhnodr,1,0,0,0,0,0,0,0,0,0,0
ZTF22abhoyte,0,1,0,0,1,1,0,1,0,1,0
ZTF22abhozrn,0,1,0,1,0,0,1,1,0,1,0
ZTF22abhpdpd,1,0,0,0,0,0,0,0,0,0,0
ZTF22abhpiwe,0,1,0,1,0,1,0,0,1,1,0
ZTF22abhpyqs,1,0,0,0,0,0,0,0,0,0,0
ZTF22abhsiud,0,1,0,1,0,1,0,0,1,1,0
ZTF22abhsjdf,0,1,0,0,1,1,0,1,0,1,0
ZTF22abhsrll,0,1,0,1,0,1,0,0,1,1,0
ZTF22abhsxph,0,1,0,1,0,1,0,1,0,0,1
ZTF22abhtdms,1,0,0,0,0,0,0,0,0,0,0
ZTF22abhttuv,0,1,0,1,0,1,0,1,0,0,1
ZTF22abhudnw,1,0,0,0,0,0,0,0,0,0,0
ZTF22abhuemx,1,0,0,0,0,0,0,0,0,0,0
ZTF22abhuyly,0,1,0,0,1,1,0,1,0,1,0
ZTF22abhuyyo,0,1,0,1,0,0,1,1,0,1,0
ZTF22abhuzmp,0,1,0,1,0,0,1,1,0,1,0
ZTF22abhvfio,0,1,0,1,0,1,0,0,1,1,0
ZTF22abhvgrp,0,1,0,0,1,1,0,1,0,1,0
ZTF22abhvtcj,0,1,0,0,1,1,0,1,0,1,0
ZTF22abhvuhu,0,0,1,1,0,1,0,1,0,1,0
ZTF22abhvztg,0,0,1,1,0,1,0,1,0,1,0
ZTF22abhwhtt,0,0,1,1,0,1,0,1,0,1,0
ZTF22abhwkfc,0,1,0,1,0,1,0,0,1,1,0
ZTF22abhwkoc,0,0,1,1,0,1,0,1,0,1,0
ZTF22abhwlej,0,1,0,1,0,1,0,0,1,1,0
ZTF22abhwsvm,0,0,1,1,0,1,0,1,0,1,0
ZTF22abhxnyb,0,1,0,0,1,1,0,1,0,1,0
ZTF22abhxpns,0,1,0,1,0,1,0,0,1,1,0
ZTF22abhxptj,0,0,1,1,0,1,0,1,0,1,0
ZTF22abhyvtn,0,1,0,1,0,0,1,1,0,1,0
ZTF22abhyzjq,0,1,0,0,1,1,0,1,0,1,0
ZTF22abhyzkg,0,1,0,1,0,0,1,1,0,1,0
ZTF22abhzfzg,0,0,1,1,0,1,0,1,0,1,0
ZTF22abibndr,0,0,1,1,0,1,0,1,0,1,0
ZTF22abibzdd,0,1,0,1,0,1,0,0,1,1,0
ZTF22abicotn,0,1,0,1,0,0,1,1,0,1,0
ZTF22abicrqq,1,0,0,0,0,0,0,0,0,0,0
ZTF22abicxpy,0,1,0,1,0,0,1,1,0,1,0
ZTF22abidcdv,1,0,0,0,0,0,0,0,0,0,0
ZTF22abieijj,0,1,0,1,0,1,0,0,1,1,0
ZTF22abiejdn,0,0,1,1,0,1,0,1,0,1,0
ZTF22abiejdu,0,1,0,1,0,1,0,1,0,0,1
ZTF22abieqzx,1,0,0,0,0,0,0,0,0,0,0
ZTF22abieswf,0,1,0,1,0,1,0,1,0,0,1
ZTF22abifgwl,0,0,1,1,0,1,0,1,0,1,0
ZTF22abigtie,0,1,0,1,0,1,0,1,0,0,1
ZTF22abiiton,1,0,0,0,0,0,0,0,0,0,0
ZTF22abijklw,0,1,0,1,0,1,0,1,0,0,1
ZTF22abijqiw,1,0,0,0,0,0,0,0,0,0,0
ZTF22abilkvx,0,1,0,0,1,1,0,1,0,1,0
ZTF22abilpvr,1,0,0,0,0,0,0,0,0,0,0
ZTF22abimovj,0,1,0,1,0,1,0,0,1,1,0
ZTF22abiozoc,0,0,1,1,0,1,0,1,0,1,0
ZTF22abipihb,1,0,0,0,0,0,0,0,0,0,0
ZTF22abipofz,0,1,0,0,1,1,0,1,0,1,0
ZTF22abipvng,1,0,0,0,0,0,0,0,0,0,0
ZTF22abirnij,0,1,0,1,0,0,1,1,0,1,0
ZTF22abissuo,1,0,0,0,0,0,0,0,0,0,0
ZTF22abitddb,1,0,0,0,0,0,0,0,0,0,0
ZTF22abitewv,1,0,0,0,0,0,0,0,0,0,0
ZTF22abitweg,0,1,0,0,1,1,0,1,0,1,0
ZTF22abivfmg,0,1,0,0,1,1,0,1,0,1,0
ZTF22abivkuq,0,1,0,0,1,1,0,1,0,1,0
ZTF22abiwwyf,0,1,0,1,0,0,1,1,0,1,0
ZTF22abixbfl,0,1,0,1,0,1,0,1,0,0,1
ZTF22abixvkg,1,0,0,0,0,0,0,0,0,0,0
ZTF22abiyrwn,0,1,0,1,0,1,0,0,1,1,0
ZTF22abiysva,0,1,0,1,0,1,0,0,1,1,0
ZTF22abiyukq,0,1,0,1,0,0,1,1,0,1,0
ZTF22abizgac,0,1,0,1,0,1,0,0,1,1,0
ZTF22abizuah,1,0,0,0,0,0,0,0,0,0,0
ZTF22abjadxw,0,1,0,1,0,0,1,1,0,1,0
ZTF22abjadzu,0,1,0,1,0,1,0,1,0,0,1
ZTF22abjagjl,0,1,0,0,1,1,0,1,0,1,0
ZTF22abjaqoq,0,0,1,1,0,1,0,1,0,1,0
ZTF22abjbvwz,0,1,0,1,0,1,0,1,0,0,1
ZTF22abjbyxm,1,0,0,0,0,0,0,0,0,0,0
ZTF22abjcijc,1,0,0,0,0,0,0,0,0,0,0
ZTF22abjcikz,0,1,0,1,0,1,0,0,1,1,0
ZTF22abjcmlu,1,0,0,0,0,0,0,0,0,0,0
ZTF22abjcnak,0,1,0,0,1,1,0,1,0,1,0
ZTF22abjcrao,0,1,0,1,0,1,0,1,0,0,1
ZTF22abjcrmi,0,1,0,1,0,1,0,1,0,0,1
ZTF22abjcsns,0,1,0,1,0,1,0,1,0,0,1
ZTF22abjcxuf,0,1,0,1,0,0,1,1,0,1,0
ZTF22abjcybj,0,1,0,1,0,0,1,1,0,1,0
ZTF22abjcycd,0,1,0,1,0,1,0,0,1,1,0
ZTF22abjczdz,0,0,1,1,0,1,0,1,0,1,0
ZTF22abjdaiy,0,1,0,1,0,1,0,0,1,1,0
ZTF22abjddsq,0,1,0,1,0,1,0,1,0,0,1
ZTF22abjddsr,0,1,0,0,1,1,0,1,0,1,0
ZTF22abjddtt,0,1,0,1,0,1,0,0,1,1,0
ZTF22abjddtz,0,1,0,0,1,1,0,1,0,1,0
ZTF22abjdejf,0,1,0,1,0,0,1,1,0,1,0
ZTF22abjdemi,0,1,0,1,0,1,0,1,0,0,1
ZTF22abjdenr,1,0,0,0,0,0,0,0,0,0,0
ZTF22abjdgto,0,1,0,0,1,1,0,1,0,1,0
ZTF22abjdkpv,0,1,0,1,0,0,1,1,0,1,0
ZTF22abjdpdo,0,0,1,1,0,1,0,1,0,1,0
ZTF22abjdpre,0,1,0,1,0,0,1,1,0,1,0
ZTF22abjedho,1,0,0,0,0,0,0,0,0,0,0
ZTF22abjeeqt,0,1,0,1,0,0,1,1,0,1,0
ZTF22abjfgas,0,1,0,1,0,1,0,0,1,1,0
ZTF22abjfixh,0,1,0,1,0,1,0,1,0,0,1
ZTF22abjfzoy,1,0,0,0,0,0,0,0,0,0,0
ZTF22abjimpe,0,1,0,0,1,1,0,1,0,1,0
ZTF22abjjftw,0,1,0,1,0,0,1,1,0,1,0
ZTF22abjjmoz,0,1,0,1,0,0,1,1,0,1,0
ZTF22abjmcqz,0,1,0,1,0,0,1,1,0,1,0
ZTF22abjmjyx,0,0,1,1,0,1,0,1,0,1,0
ZTF22abjmnne,1,0,0,0,0,0,0,0,0,0,0
ZTF22abjmrgx,1,0,0,0,0,0,0,0,0,0,0
ZTF22abjmzuu,0,1,0,1,0,1,0,1,0,0,1
ZTF22abjnfgp,0,1,0,1,0,0,1,1,0,1,0
ZTF22abjnixo,0,1,0,1,0,1,0,0,1,1,0
ZTF22abjpidv,0,1,0,1,0,0,1,1,0,1,0
ZTF22abjpiik,0,1,0,1,0,0,1,1,0,1,0
ZTF22abjpijo,0,1,0,1,0,1,0,0,1,1,0
ZTF22abjpiqv,0,0,1,1,0,1,0,1,0,1,0
ZTF22abjpixj,0,1,0,0,1,1,0,1,0,1,0
ZTF22abjqdgj,0,0,1,1,0,1,0,1,0,1,0
ZTF22abjrbpc,0,0,1,1,0,1,0,1,0,1,0
ZTF22abjrcte,0,0,1,1,0,1,0,1,0,1,0
ZTF22abjrrea,1,0,0,0,0,0,0,0,0,0,0
ZTF22abjrspq,0,1,0,1,0,1,0,1,0,0,1
ZTF22abjrypb,0,1,0,0,1,1,0,1,0,1,0
ZTF22abjtupn,0,0,1,1,0,1,0,1,0,1,0
ZTF22abjurtj,0,0,1,1,0,1,0,1,0,1,0
ZTF22abjuttl,0,0,1,1,0,1,0,1,0,1,0
ZTF22abjuwco,0,1,0,0,1,1,0,1,0,1,0
ZTF22abjuxtz,0,1,0,1,0,1,0,1,0,0,1
ZTF22abjvhur,0,1,0,1,0,0,1,1,0,1,0
ZTF22abjwplh,0,1,0,1,0,1,0,1,0,0,1
ZTF22abjxufr,0,0,1,1,0,1,0,1,0,1,0
ZTF22abjzsvv,0,0,1,1,0,1,0,1,0,1,0
ZTF22abjztwv,1,0,0,0,0,0,0,0,0,0,0
ZTF22abjztxa,1,0,0,0,0,0,0,0,0,0,0
ZTF22abjzukp,0,1,0,1,0,1,0,1,0,0,1
ZTF22abjzuwk,0,0,1,1,0,1,0,1,0,1,0
ZTF22abjzvkn,0,1,0,1,0,1,0,0,1,1,0
ZTF22abjzweh,0,1,0,0,1,1,0,1,0,1,0
ZTF22abjzwxf,0,1,0,1,0,1,0,0,1,1,0
ZTF22abjzxpr,0,1,0,1,0,1,0,1,0,0,1
ZTF22abkaaje,1,0,0,0,0,0,0,0,0,0,0
ZTF22abkannw,0,1,0,1,0,0,1,1,0,1,0
ZTF22abkaosy,0,1,0,1,0,1,0,1,0,0,1
ZTF22abkbfxy,0,1,0,1,0,1,0,0,1,1,0
ZTF22abkbgtz,1,0,0,0,0,0,0,0,0,0,0
ZTF22abkfhua,1,0,0,0,0,0,0,0,0,0,0
ZTF22abkfxnf,0,0,1,1,0,1,0,1,0,1,0
ZTF22abkhhza,1,0,0,0,0,0,0,0,0,0,0
ZTF22abkhnxn,0,1,0,1,0,1,0,1,0,0,1
ZTF22abkhopj,1,0,0,0,0,0,0,0,0,0,0
ZTF22abkmnfd,0,1,0,1,0,1,0,0,1,1,0
ZTF22abkndvl,1,0,0,0,0,0,0,0,0,0,0
ZTF22abkppsx,0,1,0,0,1,1,0,1,0,1,0
ZTF22abkppta,0,0,1,1,0,1,0,1,0,1,0
ZTF22abkpstm,0,1,0,0,1,1,0,1,0,1,0
ZTF22abkqnkf,0,1,0,0,1,1,0,1,0,1,0
ZTF22abkruui,0,1,0,0,1,1,0,1,0,1,0
ZTF22abkseqn,0,1,0,1,0,0,1,1,0,1,0
ZTF22abksiol,0,1,0,1,0,0,1,1,0,1,0
ZTF22abksmqa,0,1,0,0,1,1,0,1,0,1,0
ZTF22abktrzv,0,0,1,1,0,1,0,1,0,1,0
ZTF22abkwgat,0,1,0,1,0,1,0,1,0,0,1
ZTF22abkwurn,0,0,1,1,0,1,0,1,0,1,0
ZTF22abkxbeo,0,1,0,1,0,1,0,0,1,1,0
ZTF22abkybyq,0,1,0,1,0,0,1,1,0,1,0
ZTF22abkyzjj,0,0,1,1,0,1,0,1,0,1,0
ZTF22abkzawc,0,1,0,0,1,1,0,1,0,1,0
ZTF22abkzogd,0,0,1,1,0,1,0,1,0,1,0
ZTF22abkzsdh,0,0,1,1,0,1,0,1,0,1,0
ZTF22abladrr,0,1,0,1,0,1,0,1,0,0,1
ZTF22ablbajx,0,0,1,1,0,1,0,1,0,1,0
ZTF22ablblxj,0,0,1,1,0,1,0,1,0,1,0
ZTF22ablbolm,0,1,0,0,1,1,0,1,0,1,0
ZTF22ablbuig,0,1,0,1,0,1,0,1,0,0,1
ZTF22ablcfaj,1,0,0,0,0,0,0,0,0,0,0
ZTF22ablcxuv,0,1,0,0,1,1,0,1,0,1,0
ZTF22ablhevd,1,0,0,0,0,0,0,0,0,0,0
ZTF22ablicly,0,1,0,1,0,0,1,1,0,1,0
ZTF22ablisaj,0,0,1,1,0,1,0,1,0,1,0
ZTF22ablmzqi,0,0,1,1,0,1,0,1,0,1,0
ZTF22ablnrcv,0,1,0,1,0,0,1,1,0,1,0
ZTF22ablnuan,0,1,0,1,0,1,0,1,0,0,1
ZTF22ablozmw,0,0,1,1,0,1,0,1,0,1,0
ZTF22ablpafa,1,0,0,0,0,0,0,0,0,0,0
ZTF22ablrmro,0,1,0,0,1,1,0,1,0,1,0
ZTF22ablrxce,0,1,0,1,0,1,0,1,0,0,1
ZTF22ablshxs,0,1,0,1,0,1,0,0,1,1,0
ZTF22ablugff,0,1,0,1,0,0,1,1,0,1,0
ZTF22abluqwo,0,1,0,0,1,1,0,1,0,1,0
ZTF22ablwinh,0,0,1,1,0,1,0,1,0,1,0
ZTF22ablwjfs,0,1,0,1,0,1,0,0,1,1,0
ZTF22ablxfkb,0,1,0,1,0,1,0,1,0,0,1
ZTF22ablxfsr,0,1,0,1,0,1,0,0,1,1,0
ZTF22abmbpil,0,1,0,1,0,0,1,1,0,1,0
ZTF22abmbwrc,0,1,0,1,0,1,0,1,0,0,1
ZTF22abmcnfz,0,1,0,1,0,1,0,1,0,0,1
ZTF22abmcnmz,0,1,0,1,0,1,0,0,1,1,0
ZTF22abmcpcp,0,1,0,1,0,1,0,1,0,0,1
ZTF22abmcsmf,0,1,0,0,1,1,0,1,0,1,0
ZTF22abmcyun,0,1,0,1,0,0,1,1,0,1,0
ZTF22abmgtwq,0,1,0,1,0,1,0,0,1,1,0
ZTF22abmibox,0,1,0,1,0,0,1,1,0,1,0
ZTF22abmidoh,1,0,0,0,0,0,0,0,0,0,0
ZTF22abmidxq,0,1,0,1,0,1,0,1,0,0,1
ZTF22abmiewv,0,1,0,1,0,1,0,1,0,0,1
ZTF22abmiilh,0,0,1,1,0,1,0,1,0,1,0
ZTF22abmkqqu,1,0,0,0,0,0,0,0,0,0,0
ZTF22abmktbt,0,0,1,1,0,1,0,1,0,1,0
ZTF22abmleiq,0,1,0,1,0,1,0,0,1,1,0
ZTF22abmnhau,0,1,0,0,1,1,0,1,0,1,0
ZTF22abmnqbp,0,1,0,0,1,1,0,1,0,1,0
ZTF22abmnqvw,1,0,0,0,0,0,0,0,0,0,0
ZTF22abmnyrw,0,0,1,1,0,1,0,1,0,1,0
ZTF22abmnzls,1,0,0,0,0,0,0,0,0,0,0
ZTF22abmqepk,1,0,0,0,0,0,0,0,0,0,0
ZTF22abmqhdv,0,1,0,0,1,1,0,1,0,1,0
ZTF22abmqlre,0,1,0,0,1,1,0,1,0,1,0
ZTF22abmqxyl,0,1,0,1,0,1,0,0,1,1,0
ZTF22abmrfth,0,1,0,1,0,1,0,1,0,0,1
ZTF22abmruqz,0,1,0,1,0,1,0,0,1,1,0
ZTF22abmtaai,1,0,0,0,0,0,0,0,0,0,0
ZTF22abmtnaw,0,0,1,1,0,1,0,1,0,1,0
ZTF22abmtvkw,0,1,0,1,0,0,1,1,0,1,0
ZTF22abmtzzg,1,0,0,0,0,0,0,0,0,0,0
ZTF22abmuaiu,1,0,0,0,0,0,0,0,0,0,0
ZTF22abmwonm,0,1,0,1,0,0,1,1,0,1,0
ZTF22abmxgzp,0,1,0,1,0,1,0,1,0,0,1
ZTF22abmxivl,0,1,0,1,0,1,0,1,0,0,1
ZTF22abmxsoc,0,1,0,1,0,0,1,1,0,1,0
ZTF22abmxzxm,1,0,0,0,0,0,0,0,0,0,0
ZTF22abmzfjc,1,0,0,0,0,0,0,0,0,0,0
ZTF22abmzkma,0,1,0,0,1,1,0,1,0,1,0
ZTF22abmzmyq,0,1,0,1,0,1,0,1,0,0,1
ZTF22abmznde,0,1,0,1,0,1,0,1,0,0,1
ZTF22abmznmg,0,1,0,1,0,1,0,1,0,0,1
ZTF22abmzqdk,0,0,1,1,0,1,0,1,0,1,0
ZTF22abmzran,1,0,0,0,0,0,0,0,0,0,0
ZTF22abmzrcg,0,1,0,1,0,0,1,1,0,1,0
ZTF22abmzvmi,0,1,0,1,0,1,0,0,1,1,0
ZTF22abnajgl,0,1,0,1,0,0,1,1,0,1,0
ZTF22abnakti,0,1,0,0,1,1,0,1,0,1,0
ZTF22abnbfxy,0,1,0,1,0,0,1,1,0,1,0
ZTF22abnehge,1,0,0,0,0,0,0,0,0,0,0
ZTF22abnehwq,0,1,0,0,1,1,0,1,0,1,0
ZTF22abnemvx,0,1,0,1,0,0,1,1,0,1,0
ZTF22abnenrg,0,0,1,1,0,1,0,1,0,1,0
ZTF22abnezom,0,1,0,0,1,1,0,1,0,1,0
ZTF22abnfgcn,0,1,0,0,1,1,0,1,0,1,0
ZTF22abnfgms,0,1,0,1,0,1,0,1,0,0,1
ZTF22abnfjsm,0,1,0,1,0,0,1,1,0,1,0
ZTF22abnfpfb,1,0,0,0,0,0,0,0,0,0,0
ZTF22abngchw,0,1,0,1,0,1,0,1,0,0,1
ZTF22abngfgl,0,0,1,1,0,1,0,1,0,1,0
ZTF22abngjlt,0,0,1,1,0,1,0,1,0,1,0
ZTF22abngpcb,0,0,1,1,0,1,0,1,0,1,0
ZTF22abnhaab,0,1,0,1,0,1,0,0,1,1,0
ZTF22abnhdyx,0,1,0,1,0,1,0,0,1,1,0
ZTF22abniami,1,0,0,0,0,0,0,0,0,0,0
ZTF22abnmmvz,0,1,0,0,1,1,0,1,0,1,0
ZTF22abnmpwx,0,0,1,1,0,1,0,1,0,1,0
ZTF22abnmsgl,1,0,0,0,0,0,0,0,0,0,0
ZTF22abnmstj,0,1,0,1,0,1,0,1,0,0,1
ZTF22abnmygz,0,1,0,1,0,1,0,0,1,1,0
ZTF22abnnaud,0,1,0,0,1,1,0,1,0,1,0
ZTF22abnoamd,1,0,0,0,0,0,0,0,0,0,0
ZTF22abnocvd,0,1,0,1,0,0,1,1,0,1,0
ZTF22abnoduq,0,1,0,1,0,0,1,1,0,1,0
ZTF22abnoiuz,0,1,0,0,1,1,0,1,0,1,0
ZTF22abnoofs,0,1,0,1,0,0,1,1,0,1,0
ZTF22abnpdkn,0,1,0,1,0,1,0,1,0,0,1
ZTF22abnpdqx,0,0,1,1,0,1,0,1,0,1,0
ZTF22abnpdtf,0,0,1,1,0,1,0,1,0,1,0
ZTF22abnperq,0,1,0,0,1,1,0,1,0,1,0
ZTF22abnpnsf,1,0,0,0,0,0,0,0,0,0,0
ZTF22abnpzqu,1,0,0,0,0,0,0,0,0,0,0
ZTF22abnqaof,0,1,0,1,0,0,1,1,0,1,0
ZTF22abnqasj,1,0,0,0,0,0,0,0,0,0,0
ZTF22abnqetk,0,1,0,0,1,1,0,1,0,1,0
ZTF22abnqewy,0,1,0,1,0,1,0,0,1,1,0
ZTF22abnqiyc,0,1,0,1,0,1,0,1,0,0,1
ZTF22abnqtty,0,1,0,1,0,1,0,1,0,0,1
ZTF22abnqurv,0,0,1,1,0,1,0,1,0,1,0
ZTF22abnraoz,1,0,0,0,0,0,0,0,0,0,0
ZTF22abnrmhh,0,1,0,1,0,1,0,0,1,1,0
ZTF22abnrvob,0,1,0,0,1,1,0,1,0,1,0
ZTF22abnrych,1,0,0,0,0,0,0,0,0,0,0
ZTF22abnsgbv,0,1,0,1,0,1,0,0,1,1,0
ZTF22abnsssk,0,0,1,1,0,1,0,1,0,1,0
ZTF22abnsxoj,0,1,0,1,0,0,1,1,0,1,0
ZTF22abntdem,0,0,1,1,0,1,0,1,0,1,0
ZTF22abntesc,0,1,0,1,0,0,1,1,0,1,0
ZTF22abnthwo,0,0,1,1,0,1,0,1,0,1,0
ZTF22abntiim,0,1,0,1,0,1,0,0,1,1,0
ZTF22abntvfh,0,1,0,1,0,1,0,1,0,0,1
ZTF22abntvsa,0,1,0,1,0,1,0,1,0,0,1
ZTF22abnuhux,0,0,1,1,0,1,0,1,0,1,0
ZTF22abnujbv,0,1,0,1,0,0,1,1,0,1,0
ZTF22abnvcja,0,1,0,0,1,1,0,1,0,1,0
ZTF22abnvkhm,0,1,0,0,1,1,0,1,0,1,0
ZTF22abnvktj,0,1,0,1,0,0,1,1,0,1,0
ZTF22abnvlhq,0,0,1,1,0,1,0,1,0,1,0
