oid,test,train_fold1,val_fold1,train_fold2,val_fold2,train_fold3,val_fold3,train_fold4,val_fold4,train_fold5,val_fold5
ZTF22abtwflm,0,1,0,1,0,1,0,0,1,1,0
ZTF22abtwkfx,0,0,1,1,0,1,0,1,0,1,0
ZTF22abtwllh,0,1,0,1,0,1,0,1,0,0,1
ZTF22abtxixr,0,1,0,1,0,1,0,1,0,0,1
ZTF22abtybkh,0,0,1,1,0,1,0,1,0,1,0
ZTF22abtyjsn,0,0,1,1,0,1,0,1,0,1,0
ZTF22abtzdss,0,1,0,1,0,0,1,1,0,1,0
ZTF22abtzexb,0,1,0,0,1,1,0,1,0,1,0
ZTF22abtzkoz,0,1,0,1,0,1,0,0,1,1,0
ZTF22abtzsks,0,1,0,0,1,1,0,1,0,1,0
ZTF22abtztxv,0,1,0,1,0,0,1,1,0,1,0
ZTF22abtzxaz,0,0,1,1,0,1,0,1,0,1,0
ZTF22abtzypx,0,1,0,1,0,1,0,0,1,1,0
ZTF22abtzysp,0,1,0,1,0,1,0,0,1,1,0
ZTF22abtzzvs,0,0,1,1,0,1,0,1,0,1,0
ZTF22abuafhn,0,1,0,0,1,1,0,1,0,1,0
ZTF22abuafpp,0,1,0,1,0,1,0,0,1,1,0
ZTF22abuaicp,0,0,1,1,0,1,0,1,0,1,0
ZTF22abuaixq,0,1,0,1,0,1,0,1,0,0,1
ZTF22abuajqg,0,1,0,1,0,0,1,1,0,1,0
ZTF22abuakxk,0,1,0,1,0,0,1,1,0,1,0
ZTF22abualsl,0,0,1,1,0,1,0,1,0,1,0
ZTF22abuamlg,0,1,0,0,1,1,0,1,0,1,0
ZTF22abuamwn,0,1,0,1,0,1,0,1,0,0,1
ZTF22abuarzw,0,1,0,0,1,1,0,1,0,1,0
ZTF22abuasis,0,1,0,1,0,1,0,0,1,1,0
ZTF22abuaswn,0,1,0,1,0,1,0,1,0,0,1
ZTF22abuatxj,0,1,0,1,0,1,0,1,0,0,1
ZTF22abubcei,0,1,0,1,0,1,0,1,0,0,1
ZTF22abubdfx,0,1,0,1,0,1,0,1,0,0,1
ZTF22abubfmi,0,1,0,1,0,1,0,1,0,0,1
ZTF22abubnqs,0,1,0,0,1,1,0,1,0,1,0
ZTF22abugigx,0,0,1,1,0,1,0,1,0,1,0
ZTF22abuhfdv,0,1,0,0,1,1,0,1,0,1,0
ZTF22abuhhqn,0,1,0,1,0,1,0,0,1,1,0
ZTF22abuhwxu,0,0,1,1,0,1,0,1,0,1,0
ZTF22abulmbx,0,1,0,1,0,0,1,1,0,1,0
ZTF22abunjts,0,0,1,1,0,1,0,1,0,1,0
ZTF22abunkiw,0,1,0,0,1,1,0,1,0,1,0
ZTF22abunmrt,0,1,0,0,1,1,0,1,0,1,0
ZTF22abunpmy,0,1,0,1,0,1,0,0,1,1,0
ZTF22abunqtv,0,0,1,1,0,1,0,1,0,1,0
ZTF22abunrft,0,1,0,1,0,0,1,1,0,1,0
ZTF22abunrnh,0,1,0,1,0,1,0,0,1,1,0
ZTF22abuotpk,0,1,0,0,1,1,0,1,0,1,0
ZTF22abuppcv,0,1,0,1,0,1,0,1,0,0,1
ZTF22abupqlb,0,0,1,1,0,1,0,1,0,1,0
ZTF22abuqbvk,0,1,0,1,0,1,0,0,1,1,0
ZTF22abuqikl,0,0,1,1,0,1,0,1,0,1,0
ZTF22abuqldu,0,1,0,1,0,0,1,1,0,1,0
ZTF22abuqlst,0,0,1,1,0,1,0,1,0,1,0
ZTF22abuqoar,0,1,0,1,0,0,1,1,0,1,0
ZTF22abuqqxy,0,1,0,1,0,0,1,1,0,1,0
ZTF22aburdjo,0,0,1,1,0,1,0,1,0,1,0
ZTF22aburirf,0,1,0,0,1,1,0,1,0,1,0
ZTF22aburktt,0,0,1,1,0,1,0,1,0,1,0
ZTF22aburqrd,0,0,1,1,0,1,0,1,0,1,0
ZTF22aburwfj,0,1,0,1,0,1,0,0,1,1,0
ZTF22abuslkt,0,1,0,0,1,1,0,1,0,1,0
ZTF22abusqxb,0,1,0,1,0,1,0,0,1,1,0
ZTF22abuszsr,0,1,0,1,0,0,1,1,0,1,0
ZTF22abutbne,0,0,1,1,0,1,0,1,0,1,0
ZTF22abutbvk,0,1,0,1,0,1,0,0,1,1,0
ZTF22abutcsd,0,1,0,0,1,1,0,1,0,1,0
ZTF22abutime,0,0,1,1,0,1,0,1,0,1,0
ZTF22abuwgqi,0,1,0,1,0,0,1,1,0,1,0
ZTF22abuxcyo,0,1,0,1,0,0,1,1,0,1,0
ZTF22abuygtu,0,1,0,1,0,0,1,1,0,1,0
ZTF22abuzwep,0,1,0,1,0,1,0,1,0,0,1
ZTF22abuzwmp,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvabva,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvaetz,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvaffe,0,1,0,1,0,0,1,1,0,1,0
ZTF22abvahrf,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvajeu,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvapet,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvaptu,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvarct,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvarsm,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvarwc,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvasag,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvasfb,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvasus,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvasxc,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvawkk,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvawvh,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvawwj,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvaxqi,0,1,0,1,0,0,1,1,0,1,0
ZTF22abvaxvg,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvbbcg,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvbbuc,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvbccq,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvbegr,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvbgcb,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvbhmb,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvbjkl,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvbzhv,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvcbks,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvcdsd,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvcgop,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvciba,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvcpnb,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvcpwz,0,1,0,1,0,1,0,1,0,0,1
ZTF22abveydv,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvficx,0,1,0,1,0,0,1,1,0,1,0
ZTF22abvftml,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvfvqp,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvgdvs,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvgdzp,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvggfb,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvgibd,0,1,0,1,0,0,1,1,0,1,0
ZTF22abvhavf,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvhdum,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvhilg,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvhjbj,0,1,0,1,0,0,1,1,0,1,0
ZTF22abvhtjm,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvhumy,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvhzah,0,1,0,1,0,1,0,0,1,1,0
ZTF22abviihj,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvivzf,0,1,0,1,0,0,1,1,0,1,0
ZTF22abvjsmy,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvjyyn,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvjzpl,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvjzry,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvkjae,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvllvy,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvlpai,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvlqrg,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvluob,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvlwjy,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvlwkf,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvlwll,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvlxut,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvmcfe,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvmdos,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvmdyi,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvmeme,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvmfpq,0,1,0,1,0,0,1,1,0,1,0
ZTF22abvmfrq,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvmhdw,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvmhju,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvmtut,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvmuef,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvmwpd,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvmyxl,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvmzmp,0,1,0,1,0,0,1,1,0,1,0
ZTF22abvnibg,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvnodm,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvnonf,0,1,0,1,0,0,1,1,0,1,0
ZTF22abvnvmt,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvnvqe,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvnzgo,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvoazp,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvobgi,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvopgg,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvoxia,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvpklt,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvqmaz,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvrxkk,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvtimu,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvttjb,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvuqsx,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvuqzy,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvvceg,0,1,0,1,0,0,1,1,0,1,0
ZTF22abvvecm,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvvgzb,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvvpcm,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvvsie,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvvsjj,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvvwtc,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvvxff,0,0,1,1,0,1,0,1,0,1,0
ZTF22abvvzzw,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvwanf,0,1,0,1,0,1,0,0,1,1,0
ZTF22abvwaqn,0,1,0,0,1,1,0,1,0,1,0
ZTF22abvwbsn,0,1,0,1,0,0,1,1,0,1,0
ZTF22abvxqbh,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvxrrd,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvxtuq,0,1,0,1,0,1,0,1,0,0,1
ZTF22abvybdd,0,1,0,1,0,0,1,1,0,1,0
ZTF22abvyljf,0,1,0,1,0,1,0,1,0,0,1
ZTF22abwlapx,0,1,0,0,1,1,0,1,0,1,0
ZTF22abwliez,0,0,1,1,0,1,0,1,0,1,0
ZTF22abwltfu,0,1,0,1,0,0,1,1,0,1,0
ZTF22abwmcoy,0,1,0,1,0,0,1,1,0,1,0
ZTF22abwmcyu,0,1,0,1,0,1,0,0,1,1,0
ZTF22abwmnow,0,1,0,1,0,1,0,0,1,1,0
ZTF22abworsk,0,1,0,1,0,1,0,0,1,1,0
ZTF22abwrshs,0,1,0,1,0,1,0,0,1,1,0
ZTF22abwrzkm,0,1,0,1,0,1,0,0,1,1,0
ZTF22abwsyud,0,1,0,0,1,1,0,1,0,1,0
ZTF22abwszdf,0,1,0,0,1,1,0,1,0,1,0
ZTF22abwthap,0,1,0,1,0,0,1,1,0,1,0
ZTF22abwtnoq,0,1,0,0,1,1,0,1,0,1,0
ZTF22abwtnqc,0,1,0,1,0,1,0,0,1,1,0
ZTF22abwtntz,0,1,0,1,0,1,0,1,0,0,1
ZTF22abwtopk,0,1,0,1,0,0,1,1,0,1,0
ZTF22abwtopp,0,1,0,0,1,1,0,1,0,1,0
ZTF22abwtqeb,0,0,1,1,0,1,0,1,0,1,0
ZTF22abwtqya,0,1,0,1,0,0,1,1,0,1,0
ZTF22abwttef,0,1,0,0,1,1,0,1,0,1,0
ZTF22abwtxuh,0,1,0,1,0,1,0,1,0,0,1
ZTF22abwtzld,0,1,0,1,0,0,1,1,0,1,0
ZTF22abwuaru,0,1,0,1,0,1,0,1,0,0,1
ZTF22abwucrg,0,1,0,1,0,1,0,1,0,0,1
ZTF22abwuian,0,1,0,1,0,1,0,1,0,0,1
ZTF22abwujbe,0,1,0,0,1,1,0,1,0,1,0
ZTF22abwujpf,0,1,0,0,1,1,0,1,0,1,0
ZTF22abwvaxr,0,1,0,1,0,1,0,1,0,0,1
ZTF22abwvnzf,0,0,1,1,0,1,0,1,0,1,0
ZTF22abxacvm,0,1,0,0,1,1,0,1,0,1,0
ZTF22abxaehs,0,0,1,1,0,1,0,1,0,1,0
ZTF22abxawtj,0,1,0,1,0,1,0,0,1,1,0
ZTF22abxawyb,0,0,1,1,0,1,0,1,0,1,0
ZTF22abxaxlk,0,1,0,1,0,1,0,1,0,0,1
ZTF22abxbewi,0,1,0,1,0,1,0,1,0,0,1
ZTF22abxbgqk,0,1,0,1,0,0,1,1,0,1,0
ZTF22abxdrsl,0,1,0,1,0,1,0,1,0,0,1
ZTF22abxdvql,0,1,0,1,0,1,0,0,1,1,0
ZTF22abxeoye,0,1,0,1,0,1,0,1,0,0,1
ZTF22abxewuu,0,1,0,1,0,0,1,1,0,1,0
ZTF22abxgnre,0,1,0,0,1,1,0,1,0,1,0
ZTF22abxhvfb,0,1,0,1,0,1,0,1,0,0,1
ZTF22abxhwuz,0,0,1,1,0,1,0,1,0,1,0
ZTF22abxjbno,0,1,0,1,0,1,0,0,1,1,0
ZTF22abxjdix,0,1,0,0,1,1,0,1,0,1,0
ZTF22abxjrdj,0,1,0,1,0,1,0,0,1,1,0
ZTF22abxjsnd,0,1,0,1,0,1,0,0,1,1,0
ZTF22abxjvtf,0,1,0,1,0,0,1,1,0,1,0
ZTF22abxkbth,0,1,0,0,1,1,0,1,0,1,0
ZTF22abxkfjy,0,1,0,1,0,1,0,0,1,1,0
ZTF22abxkhup,0,0,1,1,0,1,0,1,0,1,0
ZTF22abxkklp,0,1,0,1,0,1,0,1,0,0,1
ZTF22abxkwbr,0,1,0,1,0,1,0,1,0,0,1
ZTF22abxldzk,0,0,1,1,0,1,0,1,0,1,0
ZTF22abxlexn,0,0,1,1,0,1,0,1,0,1,0
ZTF22abxlfpv,0,1,0,0,1,1,0,1,0,1,0
ZTF22abxlgcn,0,0,1,1,0,1,0,1,0,1,0
ZTF22abxlhpk,0,1,0,1,0,1,0,0,1,1,0
ZTF22abxlkom,0,0,1,1,0,1,0,1,0,1,0
ZTF22abxlnfu,0,0,1,1,0,1,0,1,0,1,0
ZTF22abxlnng,0,1,0,0,1,1,0,1,0,1,0
ZTF22abxlqol,0,1,0,1,0,1,0,0,1,1,0
ZTF22abxlsqt,0,1,0,0,1,1,0,1,0,1,0
ZTF22abxlsun,0,1,0,1,0,1,0,1,0,0,1
ZTF22abxltfq,0,1,0,1,0,1,0,1,0,0,1
ZTF22abxmdek,0,1,0,0,1,1,0,1,0,1,0
ZTF22abxmgru,0,1,0,1,0,0,1,1,0,1,0
ZTF22abxmiyb,0,1,0,1,0,0,1,1,0,1,0
ZTF22abxmjnw,0,1,0,1,0,0,1,1,0,1,0
ZTF22abxmqgl,0,1,0,0,1,1,0,1,0,1,0
ZTF22abxmuux,0,0,1,1,0,1,0,1,0,1,0
ZTF22abxmuzg,0,1,0,1,0,1,0,1,0,0,1
ZTF22abxniov,0,1,0,0,1,1,0,1,0,1,0
ZTF22abxnrfi,0,1,0,0,1,1,0,1,0,1,0
ZTF22abxntlw,0,1,0,1,0,1,0,0,1,1,0
ZTF22abxocdi,0,1,0,1,0,1,0,0,1,1,0
ZTF22abxonqa,0,1,0,1,0,1,0,1,0,0,1
ZTF22abxpykd,0,1,0,1,0,1,0,0,1,1,0
ZTF22abxqggj,0,1,0,1,0,1,0,0,1,1,0
ZTF22abxqldo,0,1,0,1,0,1,0,1,0,0,1
ZTF22abxqybr,0,1,0,1,0,0,1,1,0,1,0
ZTF22abxrlai,0,0,1,1,0,1,0,1,0,1,0
ZTF22abxsocn,0,1,0,1,0,0,1,1,0,1,0
ZTF22abxssff,0,1,0,1,0,1,0,0,1,1,0
ZTF22abxstds,0,1,0,1,0,1,0,0,1,1,0
ZTF22abxweov,0,1,0,0,1,1,0,1,0,1,0
ZTF22abxwepy,0,1,0,1,0,1,0,0,1,1,0
ZTF22abxwjtj,0,1,0,1,0,1,0,1,0,0,1
ZTF22abxwkeu,0,1,0,1,0,1,0,0,1,1,0
ZTF22abxwshr,0,1,0,1,0,1,0,1,0,0,1
ZTF22abxxjan,0,1,0,0,1,1,0,1,0,1,0
ZTF22abxxnwi,0,1,0,1,0,0,1,1,0,1,0
ZTF22abxyymj,0,1,0,1,0,1,0,0,1,1,0
ZTF22abxzitc,0,1,0,1,0,1,0,1,0,0,1
ZTF22abyaidy,0,1,0,1,0,1,0,0,1,1,0
ZTF22abyanxw,0,1,0,0,1,1,0,1,0,1,0
ZTF22abybzpn,0,1,0,1,0,1,0,1,0,0,1
ZTF22abycaxr,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyckou,0,0,1,1,0,1,0,1,0,1,0
ZTF22abycqtr,0,1,0,1,0,1,0,0,1,1,0
ZTF22abycrav,0,0,1,1,0,1,0,1,0,1,0
ZTF22abycswp,0,1,0,1,0,0,1,1,0,1,0
ZTF22abyctal,0,1,0,1,0,1,0,0,1,1,0
ZTF22abycvuz,0,1,0,1,0,1,0,1,0,0,1
ZTF22abycyvn,0,1,0,1,0,0,1,1,0,1,0
ZTF22abyczme,0,1,0,1,0,1,0,1,0,0,1
ZTF22abyczmq,0,1,0,1,0,1,0,1,0,0,1
ZTF22abyczmu,0,0,1,1,0,1,0,1,0,1,0
ZTF22abydtdq,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyeixg,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyelas,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyenxi,0,1,0,1,0,0,1,1,0,1,0
ZTF22abyfndg,0,1,0,1,0,0,1,1,0,1,0
ZTF22abygnom,0,1,0,1,0,1,0,0,1,1,0
ZTF22abygqje,0,1,0,1,0,0,1,1,0,1,0
ZTF22abygrve,0,1,0,1,0,0,1,1,0,1,0
ZTF22abygxur,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyhfld,0,1,0,1,0,1,0,0,1,1,0
ZTF22abyhrrt,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyhuhv,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyhwyx,0,1,0,1,0,1,0,1,0,0,1
ZTF22abyhxkq,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyhxlj,0,1,0,1,0,1,0,0,1,1,0
ZTF22abyhxlt,0,1,0,1,0,0,1,1,0,1,0
ZTF22abyhycf,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyhzgr,0,1,0,1,0,1,0,1,0,0,1
ZTF22abyhzzm,0,1,0,0,1,1,0,1,0,1,0
ZTF22abyiisu,0,1,0,0,1,1,0,1,0,1,0
ZTF22abyirfp,0,1,0,0,1,1,0,1,0,1,0
ZTF22abyivor,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyiwwp,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyjttn,0,0,1,1,0,1,0,1,0,1,0
ZTF22abykahf,0,1,0,1,0,1,0,0,1,1,0
ZTF22abykjhi,0,1,0,1,0,0,1,1,0,1,0
ZTF22abykmbg,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyknqs,0,1,0,1,0,0,1,1,0,1,0
ZTF22abykush,0,1,0,1,0,0,1,1,0,1,0
ZTF22abykwva,0,1,0,1,0,0,1,1,0,1,0
ZTF22abykxza,0,0,1,1,0,1,0,1,0,1,0
ZTF22abykygq,0,1,0,1,0,1,0,1,0,0,1
ZTF22abylkta,0,1,0,0,1,1,0,1,0,1,0
ZTF22abylkux,0,1,0,1,0,0,1,1,0,1,0
ZTF22abylplw,0,0,1,1,0,1,0,1,0,1,0
ZTF22abylptl,0,1,0,0,1,1,0,1,0,1,0
ZTF22abylqyc,0,1,0,0,1,1,0,1,0,1,0
ZTF22abylryw,0,1,0,1,0,1,0,0,1,1,0
ZTF22abyltii,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyltjq,0,1,0,1,0,1,0,1,0,0,1
ZTF22abylwbq,0,1,0,0,1,1,0,1,0,1,0
ZTF22abylzmd,0,1,0,1,0,1,0,1,0,0,1
ZTF22abymaij,0,1,0,1,0,0,1,1,0,1,0
ZTF22abymicz,0,1,0,1,0,0,1,1,0,1,0
ZTF22abymtwq,0,1,0,1,0,1,0,0,1,1,0
ZTF22abyngnw,0,1,0,1,0,0,1,1,0,1,0
ZTF22abynlvk,0,1,0,1,0,1,0,1,0,0,1
ZTF22abynphp,0,0,1,1,0,1,0,1,0,1,0
ZTF22abynxyi,0,1,0,1,0,1,0,1,0,0,1
ZTF22abyocff,0,1,0,1,0,0,1,1,0,1,0
ZTF22abyodaq,0,1,0,1,0,1,0,1,0,0,1
ZTF22abyogzx,0,1,0,1,0,0,1,1,0,1,0
ZTF22abyohff,0,1,0,1,0,1,0,1,0,0,1
ZTF22abyohxs,0,1,0,0,1,1,0,1,0,1,0
ZTF22abyokjo,0,1,0,1,0,0,1,1,0,1,0
ZTF22abyokkf,0,1,0,1,0,1,0,0,1,1,0
ZTF22abyokle,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyoklj,0,1,0,0,1,1,0,1,0,1,0
ZTF22abyoktg,0,1,0,0,1,1,0,1,0,1,0
ZTF22abyoltt,0,1,0,0,1,1,0,1,0,1,0
ZTF22abyomkc,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyomkn,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyomle,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyomoc,0,1,0,1,0,1,0,0,1,1,0
ZTF22abyonkd,0,1,0,1,0,1,0,1,0,0,1
ZTF22abyonnz,0,1,0,1,0,1,0,0,1,1,0
ZTF22abyoomc,0,1,0,0,1,1,0,1,0,1,0
ZTF22abyopkb,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyopkf,0,1,0,1,0,0,1,1,0,1,0
ZTF22abyosof,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyosyy,0,1,0,1,0,0,1,1,0,1,0
ZTF22abypiqc,0,0,1,1,0,1,0,1,0,1,0
ZTF22abypiuq,0,1,0,1,0,0,1,1,0,1,0
ZTF22abypopj,0,1,0,0,1,1,0,1,0,1,0
ZTF22abypouw,0,1,0,1,0,1,0,1,0,0,1
ZTF22abypptn,0,1,0,0,1,1,0,1,0,1,0
ZTF22abyprit,0,1,0,1,0,1,0,1,0,0,1
ZTF22abyprkq,0,0,1,1,0,1,0,1,0,1,0
ZTF22abypujr,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyqwtl,0,1,0,0,1,1,0,1,0,1,0
ZTF22abyqwub,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyrcne,0,1,0,1,0,1,0,0,1,1,0
ZTF22abyrgsw,0,1,0,1,0,1,0,0,1,1,0
ZTF22abyrlaw,0,1,0,1,0,1,0,0,1,1,0
ZTF22abyrmtc,0,1,0,1,0,1,0,1,0,0,1
ZTF22abyrmzs,0,1,0,0,1,1,0,1,0,1,0
ZTF22abyrpdo,0,1,0,0,1,1,0,1,0,1,0
ZTF22abyrqec,0,1,0,1,0,1,0,0,1,1,0
ZTF22abyrvsz,0,1,0,0,1,1,0,1,0,1,0
ZTF22abysady,0,1,0,0,1,1,0,1,0,1,0
ZTF22abysjzw,0,1,0,1,0,1,0,0,1,1,0
ZTF22abyspix,0,0,1,1,0,1,0,1,0,1,0
ZTF22abysqrl,0,1,0,0,1,1,0,1,0,1,0
ZTF22abystlh,0,1,0,1,0,1,0,0,1,1,0
ZTF22abyszwg,0,0,1,1,0,1,0,1,0,1,0
ZTF22abytbcx,0,1,0,1,0,1,0,0,1,1,0
ZTF22abytbpr,0,0,1,1,0,1,0,1,0,1,0
ZTF22abytqji,0,1,0,1,0,1,0,0,1,1,0
ZTF22abyttje,0,1,0,1,0,1,0,0,1,1,0
ZTF22abytulc,0,1,0,0,1,1,0,1,0,1,0
ZTF22abytupz,0,1,0,1,0,1,0,1,0,0,1
ZTF22abytwae,0,1,0,0,1,1,0,1,0,1,0
ZTF22abytwjj,0,1,0,0,1,1,0,1,0,1,0
ZTF22abyuhwt,0,1,0,1,0,0,1,1,0,1,0
ZTF22abyuvus,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyuwcv,0,1,0,1,0,0,1,1,0,1,0
ZTF22abyuwxs,0,1,0,1,0,0,1,1,0,1,0
ZTF22abyuxeg,0,1,0,1,0,0,1,1,0,1,0
ZTF22abyuxkw,0,1,0,1,0,1,0,1,0,0,1
ZTF22abyuxll,0,1,0,1,0,1,0,0,1,1,0
ZTF22abyuxlq,0,1,0,1,0,0,1,1,0,1,0
ZTF22abyuxlw,0,1,0,0,1,1,0,1,0,1,0
ZTF22abyuxoc,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyuxpm,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyuxtg,0,1,0,1,0,1,0,0,1,1,0
ZTF22abyuycr,0,1,0,0,1,1,0,1,0,1,0
ZTF22abyuydt,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyvbem,0,1,0,0,1,1,0,1,0,1,0
ZTF22abyvbfc,0,1,0,1,0,1,0,0,1,1,0
ZTF22abyvbms,0,0,1,1,0,1,0,1,0,1,0
ZTF22abyvglj,0,1,0,1,0,1,0,0,1,1,0
ZTF22abyvitx,0,1,0,1,0,1,0,1,0,0,1
ZTF22abyvjgw,0,1,0,0,1,1,0,1,0,1,0
ZTF22abywcqk,0,1,0,1,0,1,0,0,1,1,0
ZTF22abywivw,0,1,0,1,0,0,1,1,0,1,0
ZTF22abywjrq,0,1,0,1,0,0,1,1,0,1,0
ZTF22abywkap,0,1,0,1,0,0,1,1,0,1,0
ZTF22abywkjn,0,1,0,1,0,0,1,1,0,1,0
ZTF22abywrrb,0,1,0,1,0,0,1,1,0,1,0
ZTF22abywula,0,1,0,1,0,0,1,1,0,1,0
ZTF22abyxcgi,0,1,0,0,1,1,0,1,0,1,0
ZTF22abyxmha,0,1,0,1,0,0,1,1,0,1,0
ZTF22abyxnrr,0,1,0,1,0,0,1,1,0,1,0
